OBS_DATE,NZDI_INDICATOR,VAL
2007-07-18,NZDI,0.49
2007-07-18,PED,0.13
2007-07-18,SMD,0.2
2007-07-18,SMDA,0.72
2007-07-18,SPI,0.9
2007-07-19,NZDI,0.45
2007-07-19,PED,0.13
2007-07-19,SMD,0.18
2007-07-19,SMDA,0.63
2007-07-19,SPI,0.86
2007-07-20,NZDI,0.41
2007-07-20,PED,0.13
2007-07-20,SMD,0.16
2007-07-20,SMDA,0.55
2007-07-20,SPI,0.81
2007-07-21,NZDI,0.39
2007-07-21,PED,0.13
2007-07-21,SMD,0.15
2007-07-21,SMDA,0.5
2007-07-21,SPI,0.77
2007-07-22,NZDI,0.36
2007-07-22,PED,0.13
2007-07-22,SMD,0.14
2007-07-22,SMDA,0.46
2007-07-22,SPI,0.72
2007-07-23,NZDI,0.32
2007-07-23,PED,0.07
2007-07-23,SMD,0.12
2007-07-23,SMDA,0.41
2007-07-23,SPI,0.68
2007-07-24,NZDI,0.28
2007-07-24,PED,0
2007-07-24,SMD,0.11
2007-07-24,SMDA,0.34
2007-07-24,SPI,0.65
2007-07-25,NZDI,0.25
2007-07-25,PED,0
2007-07-25,SMD,0.1
2007-07-25,SMDA,0.29
2007-07-25,SPI,0.6
2007-07-26,NZDI,0.23
2007-07-26,PED,0
2007-07-26,SMD,0.09
2007-07-26,SMDA,0.26
2007-07-26,SPI,0.56
2007-07-27,NZDI,0.21
2007-07-27,PED,0
2007-07-27,SMD,0.08
2007-07-27,SMDA,0.22
2007-07-27,SPI,0.53
2007-07-28,NZDI,0.19
2007-07-28,PED,0
2007-07-28,SMD,0.07
2007-07-28,SMDA,0.2
2007-07-28,SPI,0.49
2007-07-29,NZDI,0.18
2007-07-29,PED,0
2007-07-29,SMD,0.07
2007-07-29,SMDA,0.19
2007-07-29,SPI,0.46
2007-07-30,NZDI,0.17
2007-07-30,PED,0
2007-07-30,SMD,0.06
2007-07-30,SMDA,0.18
2007-07-30,SPI,0.44
2007-07-31,NZDI,0.16
2007-07-31,PED,0
2007-07-31,SMD,0.06
2007-07-31,SMDA,0.17
2007-07-31,SPI,0.4
2007-08-01,NZDI,0.15
2007-08-01,PED,0
2007-08-01,SMD,0.05
2007-08-01,SMDA,0.16
2007-08-01,SPI,0.38
2007-08-02,NZDI,0.14
2007-08-02,PED,0
2007-08-02,SMD,0.05
2007-08-02,SMDA,0.15
2007-08-02,SPI,0.36
2007-08-03,NZDI,0.13
2007-08-03,PED,0
2007-08-03,SMD,0.05
2007-08-03,SMDA,0.14
2007-08-03,SPI,0.35
2007-08-04,NZDI,0.13
2007-08-04,PED,0
2007-08-04,SMD,0.05
2007-08-04,SMDA,0.13
2007-08-04,SPI,0.32
2007-08-05,NZDI,0.12
2007-08-05,PED,0
2007-08-05,SMD,0.05
2007-08-05,SMDA,0.12
2007-08-05,SPI,0.29
2007-08-06,NZDI,0.11
2007-08-06,PED,0
2007-08-06,SMD,0.04
2007-08-06,SMDA,0.11
2007-08-06,SPI,0.27
2007-08-07,NZDI,0.1
2007-08-07,PED,0
2007-08-07,SMD,0.04
2007-08-07,SMDA,0.1
2007-08-07,SPI,0.26
2007-08-08,NZDI,0.07
2007-08-08,PED,0
2007-08-08,SMD,0.01
2007-08-08,SMDA,0.01
2007-08-08,SPI,0.24
2007-08-09,NZDI,0.09
2007-08-09,PED,0
2007-08-09,SMD,0.03
2007-08-09,SMDA,0.1
2007-08-09,SPI,0.22
2007-08-10,NZDI,0.08
2007-08-10,PED,0
2007-08-10,SMD,0.03
2007-08-10,SMDA,0.09
2007-08-10,SPI,0.19
2007-08-11,NZDI,0.07
2007-08-11,PED,0
2007-08-11,SMD,0.03
2007-08-11,SMDA,0.09
2007-08-11,SPI,0.18
2007-08-12,NZDI,0.07
2007-08-12,PED,0
2007-08-12,SMD,0.03
2007-08-12,SMDA,0.09
2007-08-12,SPI,0.16
2007-08-13,NZDI,0.06
2007-08-13,PED,0
2007-08-13,SMD,0.02
2007-08-13,SMDA,0.06
2007-08-13,SPI,0.14
2007-08-14,NZDI,0.05
2007-08-14,PED,0
2007-08-14,SMD,0.02
2007-08-14,SMDA,0.05
2007-08-14,SPI,0.13
2007-08-15,NZDI,0.04
2007-08-15,PED,0
2007-08-15,SMD,0.02
2007-08-15,SMDA,0.04
2007-08-15,SPI,0.12
2007-08-16,NZDI,0.04
2007-08-16,PED,0
2007-08-16,SMD,0.02
2007-08-16,SMDA,0.03
2007-08-16,SPI,0.11
2007-08-17,NZDI,0.03
2007-08-17,PED,0
2007-08-17,SMD,0.02
2007-08-17,SMDA,0.02
2007-08-17,SPI,0.1
2007-08-18,NZDI,0.03
2007-08-18,PED,0
2007-08-18,SMD,0.02
2007-08-18,SMDA,0.02
2007-08-18,SPI,0.09
2007-08-19,NZDI,0.01
2007-08-19,PED,0
2007-08-19,SMD,0
2007-08-19,SMDA,0
2007-08-19,SPI,0.08
2007-08-20,NZDI,0.02
2007-08-20,PED,0
2007-08-20,SMD,0.02
2007-08-20,SMDA,0.01
2007-08-20,SPI,0.06
2007-08-21,NZDI,0.02
2007-08-21,PED,0
2007-08-21,SMD,0.02
2007-08-21,SMDA,0.01
2007-08-21,SPI,0.06
2007-08-22,NZDI,0.02
2007-08-22,PED,0
2007-08-22,SMD,0.01
2007-08-22,SMDA,0
2007-08-22,SPI,0.05
2007-08-23,NZDI,0.01
2007-08-23,PED,0
2007-08-23,SMD,0.01
2007-08-23,SMDA,0
2007-08-23,SPI,0.04
2007-08-24,NZDI,0.01
2007-08-24,PED,0
2007-08-24,SMD,0
2007-08-24,SMDA,0
2007-08-24,SPI,0.04
2007-08-25,NZDI,0.01
2007-08-25,PED,0
2007-08-25,SMD,0.01
2007-08-25,SMDA,0
2007-08-25,SPI,0.04
2007-08-26,NZDI,0.01
2007-08-26,PED,0
2007-08-26,SMD,0.01
2007-08-26,SMDA,0
2007-08-26,SPI,0.03
2007-08-27,NZDI,0.01
2007-08-27,PED,0
2007-08-27,SMD,0.01
2007-08-27,SMDA,0
2007-08-27,SPI,0.03
2007-08-28,NZDI,0.01
2007-08-28,PED,0
2007-08-28,SMD,0.01
2007-08-28,SMDA,0
2007-08-28,SPI,0.02
2007-08-29,NZDI,0.01
2007-08-29,PED,0
2007-08-29,SMD,0.01
2007-08-29,SMDA,0
2007-08-29,SPI,0.03
2007-08-30,NZDI,0.01
2007-08-30,PED,0
2007-08-30,SMD,0.02
2007-08-30,SMDA,0
2007-08-30,SPI,0.03
2007-08-31,NZDI,0.01
2007-08-31,PED,0
2007-08-31,SMD,0.02
2007-08-31,SMDA,0.01
2007-08-31,SPI,0.04
2007-09-01,NZDI,0.02
2007-09-01,PED,0
2007-09-01,SMD,0.03
2007-09-01,SMDA,0.01
2007-09-01,SPI,0.04
2007-09-02,NZDI,0.02
2007-09-02,PED,0.01
2007-09-02,SMD,0.03
2007-09-02,SMDA,0.01
2007-09-02,SPI,0.05
2007-09-03,NZDI,0.03
2007-09-03,PED,0.01
2007-09-03,SMD,0.03
2007-09-03,SMDA,0.02
2007-09-03,SPI,0.06
2007-09-04,NZDI,0.02
2007-09-04,PED,0.01
2007-09-04,SMD,0.02
2007-09-04,SMDA,0
2007-09-04,SPI,0.06
2007-09-05,NZDI,0.02
2007-09-05,PED,0
2007-09-05,SMD,0.03
2007-09-05,SMDA,0.03
2007-09-05,SPI,0.07
2007-09-06,NZDI,0.04
2007-09-06,PED,0.01
2007-09-06,SMD,0.03
2007-09-06,SMDA,0.03
2007-09-06,SPI,0.07
2007-09-07,NZDI,0.04
2007-09-07,PED,0.02
2007-09-07,SMD,0.04
2007-09-07,SMDA,0.04
2007-09-07,SPI,0.07
2007-09-08,NZDI,0.04
2007-09-08,PED,0.01
2007-09-08,SMD,0.04
2007-09-08,SMDA,0.04
2007-09-08,SPI,0.07
2007-09-09,NZDI,0.04
2007-09-09,PED,0.01
2007-09-09,SMD,0.04
2007-09-09,SMDA,0.04
2007-09-09,SPI,0.07
2007-09-10,NZDI,0.05
2007-09-10,PED,0.01
2007-09-10,SMD,0.04
2007-09-10,SMDA,0.09
2007-09-10,SPI,0.08
2007-09-11,NZDI,0.02
2007-09-11,PED,0
2007-09-11,SMD,0.03
2007-09-11,SMDA,0.04
2007-09-11,SPI,0.08
2007-09-12,NZDI,0.03
2007-09-12,PED,0
2007-09-12,SMD,0.05
2007-09-12,SMDA,0.06
2007-09-12,SPI,0.08
2007-09-13,NZDI,0.01
2007-09-13,PED,0
2007-09-13,SMD,0.03
2007-09-13,SMDA,0
2007-09-13,SPI,0.08
2007-09-14,NZDI,0.04
2007-09-14,PED,0
2007-09-14,SMD,0.05
2007-09-14,SMDA,0.06
2007-09-14,SPI,0.08
2007-09-15,NZDI,0.04
2007-09-15,PED,0
2007-09-15,SMD,0.06
2007-09-15,SMDA,0.07
2007-09-15,SPI,0.09
2007-09-16,NZDI,0.04
2007-09-16,PED,0
2007-09-16,SMD,0.06
2007-09-16,SMDA,0.08
2007-09-16,SPI,0.09
2007-09-17,NZDI,0.05
2007-09-17,PED,0
2007-09-17,SMD,0.07
2007-09-17,SMDA,0.09
2007-09-17,SPI,0.1
2007-09-18,NZDI,0.05
2007-09-18,PED,0
2007-09-18,SMD,0.07
2007-09-18,SMDA,0.1
2007-09-18,SPI,0.1
2007-09-19,NZDI,0.06
2007-09-19,PED,0
2007-09-19,SMD,0.07
2007-09-19,SMDA,0.11
2007-09-19,SPI,0.1
2007-09-20,NZDI,0.07
2007-09-20,PED,0
2007-09-20,SMD,0.08
2007-09-20,SMDA,0.13
2007-09-20,SPI,0.11
2007-09-21,NZDI,0.07
2007-09-21,PED,0
2007-09-21,SMD,0.09
2007-09-21,SMDA,0.14
2007-09-21,SPI,0.12
2007-09-22,NZDI,0.08
2007-09-22,PED,0
2007-09-22,SMD,0.1
2007-09-22,SMDA,0.16
2007-09-22,SPI,0.13
2007-09-23,NZDI,0.09
2007-09-23,PED,0
2007-09-23,SMD,0.1
2007-09-23,SMDA,0.16
2007-09-23,SPI,0.13
2007-09-24,NZDI,0.09
2007-09-24,PED,0
2007-09-24,SMD,0.1
2007-09-24,SMDA,0.17
2007-09-24,SPI,0.14
2007-09-25,NZDI,0.1
2007-09-25,PED,0
2007-09-25,SMD,0.11
2007-09-25,SMDA,0.19
2007-09-25,SPI,0.14
2007-09-26,NZDI,0.1
2007-09-26,PED,0
2007-09-26,SMD,0.12
2007-09-26,SMDA,0.2
2007-09-26,SPI,0.14
2007-09-27,NZDI,0.11
2007-09-27,PED,0
2007-09-27,SMD,0.12
2007-09-27,SMDA,0.21
2007-09-27,SPI,0.14
2007-09-28,NZDI,0.08
2007-09-28,PED,0
2007-09-28,SMD,0.1
2007-09-28,SMDA,0.12
2007-09-28,SPI,0.16
2007-09-29,NZDI,0.09
2007-09-29,PED,0
2007-09-29,SMD,0.11
2007-09-29,SMDA,0.13
2007-09-29,SPI,0.19
2007-09-30,NZDI,0.15
2007-09-30,PED,0
2007-09-30,SMD,0.14
2007-09-30,SMDA,0.29
2007-09-30,SPI,0.21
2007-10-01,NZDI,0.16
2007-10-01,PED,0
2007-10-01,SMD,0.15
2007-10-01,SMDA,0.32
2007-10-01,SPI,0.22
2007-10-02,NZDI,0.17
2007-10-02,PED,0
2007-10-02,SMD,0.15
2007-10-02,SMDA,0.31
2007-10-02,SPI,0.24
2007-10-03,NZDI,0.17
2007-10-03,PED,0
2007-10-03,SMD,0.15
2007-10-03,SMDA,0.31
2007-10-03,SPI,0.25
2007-10-04,NZDI,0.18
2007-10-04,PED,0
2007-10-04,SMD,0.16
2007-10-04,SMDA,0.31
2007-10-04,SPI,0.27
2007-10-05,NZDI,0.19
2007-10-05,PED,0
2007-10-05,SMD,0.17
2007-10-05,SMDA,0.32
2007-10-05,SPI,0.31
2007-10-06,NZDI,0.21
2007-10-06,PED,0
2007-10-06,SMD,0.18
2007-10-06,SMDA,0.33
2007-10-06,SPI,0.37
2007-10-07,NZDI,0.22
2007-10-07,PED,0
2007-10-07,SMD,0.18
2007-10-07,SMDA,0.33
2007-10-07,SPI,0.39
2007-10-08,NZDI,0.18
2007-10-08,PED,0
2007-10-08,SMD,0.15
2007-10-08,SMDA,0.21
2007-10-08,SPI,0.41
2007-10-09,NZDI,0.19
2007-10-09,PED,0
2007-10-09,SMD,0.16
2007-10-09,SMDA,0.21
2007-10-09,SPI,0.42
2007-10-10,NZDI,0.23
2007-10-10,PED,0
2007-10-10,SMD,0.19
2007-10-10,SMDA,0.33
2007-10-10,SPI,0.44
2007-10-11,NZDI,0.22
2007-10-11,PED,0
2007-10-11,SMD,0.19
2007-10-11,SMDA,0.32
2007-10-11,SPI,0.42
2007-10-12,NZDI,0.22
2007-10-12,PED,0
2007-10-12,SMD,0.19
2007-10-12,SMDA,0.3
2007-10-12,SPI,0.42
2007-10-13,NZDI,0.22
2007-10-13,PED,0
2007-10-13,SMD,0.19
2007-10-13,SMDA,0.31
2007-10-13,SPI,0.43
2007-10-14,NZDI,0.22
2007-10-14,PED,0
2007-10-14,SMD,0.19
2007-10-14,SMDA,0.3
2007-10-14,SPI,0.44
2007-10-15,NZDI,0.22
2007-10-15,PED,0
2007-10-15,SMD,0.19
2007-10-15,SMDA,0.3
2007-10-15,SPI,0.45
2007-10-16,NZDI,0.22
2007-10-16,PED,0
2007-10-16,SMD,0.19
2007-10-16,SMDA,0.29
2007-10-16,SPI,0.45
2007-10-17,NZDI,0.18
2007-10-17,PED,0
2007-10-17,SMD,0.15
2007-10-17,SMDA,0.17
2007-10-17,SPI,0.45
2007-10-18,NZDI,0.22
2007-10-18,PED,0
2007-10-18,SMD,0.2
2007-10-18,SMDA,0.26
2007-10-18,SPI,0.46
2007-10-19,NZDI,0.22
2007-10-19,PED,0
2007-10-19,SMD,0.2
2007-10-19,SMDA,0.25
2007-10-19,SPI,0.46
2007-10-20,NZDI,0.21
2007-10-20,PED,0
2007-10-20,SMD,0.2
2007-10-20,SMDA,0.24
2007-10-20,SPI,0.46
2007-10-21,NZDI,0.21
2007-10-21,PED,0
2007-10-21,SMD,0.2
2007-10-21,SMDA,0.23
2007-10-21,SPI,0.46
2007-10-22,NZDI,0.21
2007-10-22,PED,0
2007-10-22,SMD,0.2
2007-10-22,SMDA,0.23
2007-10-22,SPI,0.46
2007-10-23,NZDI,0.21
2007-10-23,PED,0
2007-10-23,SMD,0.21
2007-10-23,SMDA,0.22
2007-10-23,SPI,0.45
2007-10-24,NZDI,0.2
2007-10-24,PED,0
2007-10-24,SMD,0.21
2007-10-24,SMDA,0.21
2007-10-24,SPI,0.45
2007-10-25,NZDI,0.2
2007-10-25,PED,0
2007-10-25,SMD,0.21
2007-10-25,SMDA,0.2
2007-10-25,SPI,0.45
2007-10-26,NZDI,0.2
2007-10-26,PED,0
2007-10-26,SMD,0.22
2007-10-26,SMDA,0.19
2007-10-26,SPI,0.45
2007-10-27,NZDI,0.19
2007-10-27,PED,0
2007-10-27,SMD,0.22
2007-10-27,SMDA,0.18
2007-10-27,SPI,0.44
2007-10-28,NZDI,0.19
2007-10-28,PED,0
2007-10-28,SMD,0.22
2007-10-28,SMDA,0.17
2007-10-28,SPI,0.42
2007-10-29,NZDI,0.18
2007-10-29,PED,0
2007-10-29,SMD,0.23
2007-10-29,SMDA,0.16
2007-10-29,SPI,0.39
2007-10-30,NZDI,0.19
2007-10-30,PED,0
2007-10-30,SMD,0.23
2007-10-30,SMDA,0.14
2007-10-30,SPI,0.37
2007-10-31,NZDI,0.16
2007-10-31,PED,0.04
2007-10-31,SMD,0.18
2007-10-31,SMDA,0.05
2007-10-31,SPI,0.34
2007-11-01,NZDI,0.15
2007-11-01,PED,0.05
2007-11-01,SMD,0.19
2007-11-01,SMDA,0.05
2007-11-01,SPI,0.32
2007-11-02,NZDI,0.19
2007-11-02,PED,0.06
2007-11-02,SMD,0.25
2007-11-02,SMDA,0.14
2007-11-02,SPI,0.31
2007-11-03,NZDI,0.2
2007-11-03,PED,0.09
2007-11-03,SMD,0.26
2007-11-03,SMDA,0.15
2007-11-03,SPI,0.27
2007-11-04,NZDI,0.2
2007-11-04,PED,0.13
2007-11-04,SMD,0.27
2007-11-04,SMDA,0.14
2007-11-04,SPI,0.25
2007-11-05,NZDI,0.2
2007-11-05,PED,0.14
2007-11-05,SMD,0.28
2007-11-05,SMDA,0.14
2007-11-05,SPI,0.23
2007-11-06,NZDI,0.19
2007-11-06,PED,0.13
2007-11-06,SMD,0.3
2007-11-06,SMDA,0.15
2007-11-06,SPI,0.21
2007-11-07,NZDI,0.21
2007-11-07,PED,0.18
2007-11-07,SMD,0.31
2007-11-07,SMDA,0.16
2007-11-07,SPI,0.18
2007-11-08,NZDI,0.21
2007-11-08,PED,0.18
2007-11-08,SMD,0.32
2007-11-08,SMDA,0.17
2007-11-08,SPI,0.16
2007-11-09,NZDI,0.23
2007-11-09,PED,0.22
2007-11-09,SMD,0.34
2007-11-09,SMDA,0.21
2007-11-09,SPI,0.15
2007-11-10,NZDI,0.25
2007-11-10,PED,0.23
2007-11-10,SMD,0.37
2007-11-10,SMDA,0.24
2007-11-10,SPI,0.14
2007-11-11,NZDI,0.27
2007-11-11,PED,0.26
2007-11-11,SMD,0.39
2007-11-11,SMDA,0.27
2007-11-11,SPI,0.14
2007-11-12,NZDI,0.29
2007-11-12,PED,0.33
2007-11-12,SMD,0.41
2007-11-12,SMDA,0.29
2007-11-12,SPI,0.14
2007-11-13,NZDI,0.31
2007-11-13,PED,0.37
2007-11-13,SMD,0.43
2007-11-13,SMDA,0.3
2007-11-13,SPI,0.14
2007-11-14,NZDI,0.32
2007-11-14,PED,0.39
2007-11-14,SMD,0.44
2007-11-14,SMDA,0.3
2007-11-14,SPI,0.13
2007-11-15,NZDI,0.32
2007-11-15,PED,0.41
2007-11-15,SMD,0.46
2007-11-15,SMDA,0.3
2007-11-15,SPI,0.12
2007-11-16,NZDI,0.33
2007-11-16,PED,0.44
2007-11-16,SMD,0.48
2007-11-16,SMDA,0.3
2007-11-16,SPI,0.11
2007-11-17,NZDI,0.35
2007-11-17,PED,0.48
2007-11-17,SMD,0.51
2007-11-17,SMDA,0.3
2007-11-17,SPI,0.11
2007-11-18,NZDI,0.36
2007-11-18,PED,0.52
2007-11-18,SMD,0.52
2007-11-18,SMDA,0.3
2007-11-18,SPI,0.1
2007-11-19,NZDI,0.37
2007-11-19,PED,0.54
2007-11-19,SMD,0.55
2007-11-19,SMDA,0.3
2007-11-19,SPI,0.1
2007-11-20,NZDI,0.39
2007-11-20,PED,0.58
2007-11-20,SMD,0.57
2007-11-20,SMDA,0.3
2007-11-20,SPI,0.09
2007-11-21,NZDI,0.41
2007-11-21,PED,0.64
2007-11-21,SMD,0.59
2007-11-21,SMDA,0.3
2007-11-21,SPI,0.09
2007-11-22,NZDI,0.43
2007-11-22,PED,0.7
2007-11-22,SMD,0.61
2007-11-22,SMDA,0.3
2007-11-22,SPI,0.09
2007-11-23,NZDI,0.45
2007-11-23,PED,0.78
2007-11-23,SMD,0.64
2007-11-23,SMDA,0.32
2007-11-23,SPI,0.09
2007-11-24,NZDI,0.49
2007-11-24,PED,0.84
2007-11-24,SMD,0.66
2007-11-24,SMDA,0.36
2007-11-24,SPI,0.09
2007-11-25,NZDI,0.54
2007-11-25,PED,0.9
2007-11-25,SMD,0.72
2007-11-25,SMDA,0.46
2007-11-25,SPI,0.09
2007-11-26,NZDI,0.57
2007-11-26,PED,0.93
2007-11-26,SMD,0.75
2007-11-26,SMDA,0.48
2007-11-26,SPI,0.1
2007-11-27,NZDI,0.57
2007-11-27,PED,0.88
2007-11-27,SMD,0.77
2007-11-27,SMDA,0.51
2007-11-27,SPI,0.11
2007-11-28,NZDI,0.58
2007-11-28,PED,0.9
2007-11-28,SMD,0.8
2007-11-28,SMDA,0.51
2007-11-28,SPI,0.11
2007-11-29,NZDI,0.57
2007-11-29,PED,0.9
2007-11-29,SMD,0.77
2007-11-29,SMDA,0.5
2007-11-29,SPI,0.12
2007-11-30,NZDI,0.58
2007-11-30,PED,0.89
2007-11-30,SMD,0.79
2007-11-30,SMDA,0.51
2007-11-30,SPI,0.12
2007-12-01,NZDI,0.59
2007-12-01,PED,0.9
2007-12-01,SMD,0.81
2007-12-01,SMDA,0.52
2007-12-01,SPI,0.12
2007-12-02,NZDI,0.6
2007-12-02,PED,0.89
2007-12-02,SMD,0.83
2007-12-02,SMDA,0.53
2007-12-02,SPI,0.13
2007-12-03,NZDI,0.61
2007-12-03,PED,0.89
2007-12-03,SMD,0.85
2007-12-03,SMDA,0.55
2007-12-03,SPI,0.14
2007-12-04,NZDI,0.62
2007-12-04,PED,0.89
2007-12-04,SMD,0.88
2007-12-04,SMDA,0.57
2007-12-04,SPI,0.13
2007-12-05,NZDI,0.63
2007-12-05,PED,0.92
2007-12-05,SMD,0.9
2007-12-05,SMDA,0.59
2007-12-05,SPI,0.13
2007-12-06,NZDI,0.64
2007-12-06,PED,0.92
2007-12-06,SMD,0.92
2007-12-06,SMDA,0.6
2007-12-06,SPI,0.14
2007-12-07,NZDI,0.65
2007-12-07,PED,0.91
2007-12-07,SMD,0.95
2007-12-07,SMDA,0.61
2007-12-07,SPI,0.15
2007-12-08,NZDI,0.67
2007-12-08,PED,0.93
2007-12-08,SMD,0.97
2007-12-08,SMDA,0.62
2007-12-08,SPI,0.16
2007-12-09,NZDI,0.7
2007-12-09,PED,0.94
2007-12-09,SMD,0.99
2007-12-09,SMDA,0.63
2007-12-09,SPI,0.24
2007-12-10,NZDI,0.73
2007-12-10,PED,0.99
2007-12-10,SMD,1.01
2007-12-10,SMDA,0.65
2007-12-10,SPI,0.28
2007-12-11,NZDI,0.76
2007-12-11,PED,1.01
2007-12-11,SMD,1.04
2007-12-11,SMDA,0.66
2007-12-11,SPI,0.35
2007-12-12,NZDI,0.77
2007-12-12,PED,0.97
2007-12-12,SMD,1.05
2007-12-12,SMDA,0.67
2007-12-12,SPI,0.4
2007-12-13,NZDI,0.77
2007-12-13,PED,0.93
2007-12-13,SMD,1.07
2007-12-13,SMDA,0.65
2007-12-13,SPI,0.44
2007-12-14,NZDI,0.78
2007-12-14,PED,0.92
2007-12-14,SMD,1.08
2007-12-14,SMDA,0.66
2007-12-14,SPI,0.47
2007-12-15,NZDI,0.81
2007-12-15,PED,0.97
2007-12-15,SMD,1.09
2007-12-15,SMDA,0.66
2007-12-15,SPI,0.49
2007-12-16,NZDI,0.83
2007-12-16,PED,1.01
2007-12-16,SMD,1.1
2007-12-16,SMDA,0.67
2007-12-16,SPI,0.52
2007-12-17,NZDI,0.84
2007-12-17,PED,1.02
2007-12-17,SMD,1.11
2007-12-17,SMDA,0.67
2007-12-17,SPI,0.57
2007-12-18,NZDI,0.84
2007-12-18,PED,1
2007-12-18,SMD,1.12
2007-12-18,SMDA,0.67
2007-12-18,SPI,0.59
2007-12-19,NZDI,0.85
2007-12-19,PED,0.99
2007-12-19,SMD,1.12
2007-12-19,SMDA,0.66
2007-12-19,SPI,0.61
2007-12-20,NZDI,0.84
2007-12-20,PED,0.96
2007-12-20,SMD,1.12
2007-12-20,SMDA,0.64
2007-12-20,SPI,0.63
2007-12-21,NZDI,0.83
2007-12-21,PED,0.92
2007-12-21,SMD,1.12
2007-12-21,SMDA,0.63
2007-12-21,SPI,0.64
2007-12-22,NZDI,0.82
2007-12-22,PED,0.9
2007-12-22,SMD,1.13
2007-12-22,SMDA,0.62
2007-12-22,SPI,0.65
2007-12-23,NZDI,0.83
2007-12-23,PED,0.9
2007-12-23,SMD,1.13
2007-12-23,SMDA,0.62
2007-12-23,SPI,0.67
2007-12-24,NZDI,0.83
2007-12-24,PED,0.9
2007-12-24,SMD,1.13
2007-12-24,SMDA,0.61
2007-12-24,SPI,0.69
2007-12-25,NZDI,0.82
2007-12-25,PED,0.87
2007-12-25,SMD,1.13
2007-12-25,SMDA,0.59
2007-12-25,SPI,0.71
2007-12-26,NZDI,0.82
2007-12-26,PED,0.85
2007-12-26,SMD,1.13
2007-12-26,SMDA,0.57
2007-12-26,SPI,0.72
2007-12-27,NZDI,0.81
2007-12-27,PED,0.88
2007-12-27,SMD,1.12
2007-12-27,SMDA,0.53
2007-12-27,SPI,0.73
2007-12-28,NZDI,0.81
2007-12-28,PED,0.87
2007-12-28,SMD,1.11
2007-12-28,SMDA,0.5
2007-12-28,SPI,0.74
2007-12-29,NZDI,0.8
2007-12-29,PED,0.86
2007-12-29,SMD,1.11
2007-12-29,SMDA,0.48
2007-12-29,SPI,0.76
2007-12-30,NZDI,0.81
2007-12-30,PED,0.9
2007-12-30,SMD,1.1
2007-12-30,SMDA,0.46
2007-12-30,SPI,0.77
2007-12-31,NZDI,0.81
2007-12-31,PED,0.91
2007-12-31,SMD,1.1
2007-12-31,SMDA,0.44
2007-12-31,SPI,0.78
2008-01-01,NZDI,0.81
2008-01-01,PED,0.94
2008-01-01,SMD,1.1
2008-01-01,SMDA,0.44
2008-01-01,SPI,0.77
2008-01-02,NZDI,0.82
2008-01-02,PED,0.97
2008-01-02,SMD,1.1
2008-01-02,SMDA,0.43
2008-01-02,SPI,0.78
2008-01-03,NZDI,0.82
2008-01-03,PED,1
2008-01-03,SMD,1.09
2008-01-03,SMDA,0.41
2008-01-03,SPI,0.78
2008-01-04,NZDI,0.81
2008-01-04,PED,0.96
2008-01-04,SMD,1.09
2008-01-04,SMDA,0.39
2008-01-04,SPI,0.79
2008-01-05,NZDI,0.81
2008-01-05,PED,0.98
2008-01-05,SMD,1.09
2008-01-05,SMDA,0.36
2008-01-05,SPI,0.81
2008-01-06,NZDI,0.81
2008-01-06,PED,0.99
2008-01-06,SMD,1.09
2008-01-06,SMDA,0.33
2008-01-06,SPI,0.81
2008-01-07,NZDI,0.8
2008-01-07,PED,0.99
2008-01-07,SMD,1.09
2008-01-07,SMDA,0.31
2008-01-07,SPI,0.81
2008-01-08,NZDI,0.79
2008-01-08,PED,0.99
2008-01-08,SMD,1.08
2008-01-08,SMDA,0.3
2008-01-08,SPI,0.81
2008-01-09,NZDI,0.79
2008-01-09,PED,0.98
2008-01-09,SMD,1.09
2008-01-09,SMDA,0.29
2008-01-09,SPI,0.8
2008-01-10,NZDI,0.78
2008-01-10,PED,0.97
2008-01-10,SMD,1.09
2008-01-10,SMDA,0.28
2008-01-10,SPI,0.77
2008-01-11,NZDI,0.78
2008-01-11,PED,0.99
2008-01-11,SMD,1.09
2008-01-11,SMDA,0.29
2008-01-11,SPI,0.74
2008-01-12,NZDI,0.81
2008-01-12,PED,1.09
2008-01-12,SMD,1.11
2008-01-12,SMDA,0.33
2008-01-12,SPI,0.73
2008-01-13,NZDI,0.84
2008-01-13,PED,1.12
2008-01-13,SMD,1.13
2008-01-13,SMDA,0.37
2008-01-13,SPI,0.74
2008-01-14,NZDI,0.85
2008-01-14,PED,1.11
2008-01-14,SMD,1.14
2008-01-14,SMDA,0.39
2008-01-14,SPI,0.74
2008-01-15,NZDI,0.85
2008-01-15,PED,1.09
2008-01-15,SMD,1.16
2008-01-15,SMDA,0.4
2008-01-15,SPI,0.75
2008-01-16,NZDI,0.86
2008-01-16,PED,1.1
2008-01-16,SMD,1.18
2008-01-16,SMDA,0.42
2008-01-16,SPI,0.74
2008-01-17,NZDI,0.88
2008-01-17,PED,1.15
2008-01-17,SMD,1.21
2008-01-17,SMDA,0.43
2008-01-17,SPI,0.74
2008-01-18,NZDI,0.89
2008-01-18,PED,1.14
2008-01-18,SMD,1.26
2008-01-18,SMDA,0.43
2008-01-18,SPI,0.74
2008-01-19,NZDI,0.91
2008-01-19,PED,1.17
2008-01-19,SMD,1.29
2008-01-19,SMDA,0.44
2008-01-19,SPI,0.75
2008-01-20,NZDI,0.93
2008-01-20,PED,1.19
2008-01-20,SMD,1.32
